fileName,IntervalName,duration,start,end,language,location,group,condition,IOI,speaker,gender
Czech_Prague_R3_conv.TextGrid,24,0.1933213249362779,1324.363794864439,1324.557116189375,Czech,Prague,R3,conv,5.17273508408665,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0541325463650537,1324.557116189375,1324.61124873574,Czech,Prague,R3,conv,18.4731749594098,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1131950092078568,1324.61124873574,1324.7244437449478,Czech,Prague,R3,conv,8.834311751004218,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0557772509141614,1324.7244437449478,1324.780220995862,Czech,Prague,R3,conv,17.928456200520774,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1870178413000758,1324.780220995862,1324.967238837162,Czech,Prague,R3,conv,5.347083428235436,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.144290274864943,1324.967238837162,1325.111529112027,Czech,Prague,R3,conv,6.930474011058673,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.2280305257957025,1325.111529112027,1325.3395596378227,Czech,Prague,R3,conv,4.385377775675182,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0754633394719803,1325.3395596378227,1325.4150229772947,Czech,Prague,R3,conv,13.251467626493021,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1443646494246877,1325.4150229772947,1325.5593876267194,Czech,Prague,R3,conv,6.926903532029016,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0967899354095607,1325.5593876267194,1325.656177562129,Czech,Prague,R3,conv,10.331652725756673,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1935798708195761,1325.656177562129,1325.8497574329483,Czech,Prague,R3,conv,5.165826362866202,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1492861715639719,1325.8497574329483,1325.9990436045125,Czech,Prague,R3,conv,6.698544074937855,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0803848616114919,1325.9990436045125,1326.079428466124,Czech,Prague,R3,conv,12.440153282008499,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1591292158429951,1326.079428466124,1326.238557681967,Czech,Prague,R3,conv,6.284201142464312,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.195109325238036,1326.238557681967,1326.433667007205,Czech,Prague,R3,conv,5.125331650755219,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1394431272851761,1326.433667007205,1326.5731101344902,Czech,Prague,R3,conv,7.171382480220005,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0754633394719803,1326.5731101344902,1326.6485734739622,Czech,Prague,R3,conv,13.251467626493021,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0951494280297993,1326.6485734739622,1326.743722901992,Czech,Prague,R3,conv,10.50978466929739,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0836658763712421,1326.743722901992,1326.8273887783632,Czech,Prague,R3,conv,11.952304133680515,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0951494280297993,1326.8273887783632,1326.922538206393,Czech,Prague,R3,conv,10.50978466929739,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0721823247124575,1326.922538206393,1326.9947205311057,Czech,Prague,R3,conv,13.853807064036221,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1410836346649375,1326.9947205311057,1327.1358041657704,Czech,Prague,R3,conv,7.087994311848578,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1361621125254259,1327.1358041657704,1327.2719662782958,Czech,Prague,R3,conv,7.344186877339079,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.2149064667571565,1327.2719662782958,1327.486872745053,Czech,Prague,R3,conv,4.653187105486204,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1237938370588835,1327.486872745053,1327.610666582112,Czech,Prague,R3,conv,8.077946558230861,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1355426198560962,1327.610666582112,1327.746209201968,Czech,Prague,R3,conv,7.377753219331947,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1127929529400262,1327.746209201968,1327.859002154908,Czech,Prague,R3,conv,8.86580210850332,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0928892436129444,1357.780520768833,1357.873410012446,Czech,Prague,R3,conv,10.765509127912061,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0809529071934775,1357.873410012446,1357.9543629196394,Czech,Prague,R3,conv,12.352860875150528,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.2190490429939018,1357.9543629196394,1358.1734119626333,Czech,Prague,R3,conv,4.565187714733999,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.0887296607634198,1358.1734119626333,1358.2621416233967,Czech,Prague,R3,conv,11.270188473573718,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1435383480488781,1358.2621416233967,1358.4056799714456,Czech,Prague,R3,conv,6.96677935613051,24,Male
Czech_Prague_R3_conv.TextGrid,24,0.1802732807248048,1358.4056799714456,1358.5859532521704,Czech,Prague,R3,conv,5.547133751487801,24,Male
